2,0,-7,0.8571429,0.3692858,0.1071429,1
2,0,-6,0.8571429,0.3692858,0.1071429,1
2,0,-5,0.8571429,0.3692858,0.1071429,1
2,0,-10,0.8571429,0.3692858,0.1071429,1
2,0,-11,0.8571429,0.3692858,0.1071429,1
2,0,-4,0.8571429,0.3692858,0.1071429,1
2,1,-4,0.8571429,0.3692858,0.1071429,1
2,1,-5,1,1,1,0
2,1,-6,1,1,1,0
2,1,-7,0.8571429,0.3692858,0.1071429,1
2,1,-10,0.8571429,0.3692858,0.1071429,1
2,1,-11,1,1,1,0
2,0,-12,0.8571429,0.3692858,0.1071429,1
2,1,-12,1,1,1,0
2,0,-13,0.8571429,0.3692858,0.1071429,1
2,1,-13,0.8571429,0.3692858,0.1071429,1
3,0,-13,0.8571429,0.3692858,0.1071429,1
3,1,-13,1,1,1,0
4,0,-13,0.8571429,0.3692858,0.1071429,1
4,1,-13,1,1,1,0
5,0,-13,0.8571429,0.3692858,0.1071429,1
5,1,-13,0.8571429,0.3692858,0.1071429,1
6,0,-13,0.8571429,0.3692858,0.1071429,1
6,1,-13,1,1,1,0
7,0,-13,0.8571429,0.3692858,0.1071429,1
7,1,-13,1,1,1,0
8,0,-13,0.8571429,0.3692858,0.1071429,1
8,1,-13,0.8571429,0.3692858,0.1071429,1
3,0,-4,0.8571429,0.3692858,0.1071429,1
3,1,-4,1,1,1,0
4,0,-4,0.8571429,0.3692858,0.1071429,1
4,1,-4,1,1,1,0
5,0,-4,0.8571429,0.3692858,0.1071429,1
5,1,-4,0.8571429,0.3692858,0.1071429,1
6,0,-4,0.8571429,0.3692858,0.1071429,1
6,1,-4,1,1,1,0
7,0,-4,0.8571429,0.3692858,0.1071429,1
7,1,-4,1,1,1,0
8,0,-4,0.8571429,0.3692858,0.1071429,1
8,1,-4,0.8571429,0.3692858,0.1071429,1
9,0,-13,0.8571429,0.3692858,0.1071429,1
9,1,-13,1,1,1,0
10,0,-13,0.8571429,0.3692858,0.1071429,1
10,1,-13,1,1,1,0
11,0,-13,0.8571429,0.3692858,0.1071429,1
11,1,-13,0.8571429,0.3692858,0.1071429,1
9,0,-4,0.8571429,0.3692858,0.1071429,1
9,1,-4,1,1,1,0
10,0,-4,0.8571429,0.3692858,0.1071429,1
10,1,-4,1,1,1,0
11,0,-4,0.8571429,0.3692858,0.1071429,1
11,1,-4,0.8571429,0.3692858,0.1071429,1
11,0,-5,0.8571429,0.3692858,0.1071429,1
11,1,-5,1,1,1,0
11,0,-6,0.8571429,0.3692858,0.1071429,1
11,0,-7,0.8571429,0.3692858,0.1071429,1
11,3,-11,0.8571429,0.3692858,0.1071429,1
11,3,-12,0.8571429,0.3692858,0.1071429,1
11,0,-10,0.8571429,0.3692858,0.1071429,1
11,0,-12,0.8571429,0.3692858,0.1071429,1
11,0,-11,0.8571429,0.3692858,0.1071429,1
11,1,-12,1,1,1,0
11,1,-11,1,1,1,0
11,1,-10,0.8571429,0.3692858,0.1071429,1
11,3,-13,0.8571429,0.3692858,0.1071429,1
10,3,-13,0.8571429,0.3692858,0.1071429,1
11,1,-6,1,1,1,0
11,1,-7,0.8571429,0.3692858,0.1071429,1
2,2,-10,0.8571429,0.3692858,0.1071429,1
2,2,-11,1,1,1,0
2,2,-12,1,1,1,0
2,2,-13,0.8571429,0.3692858,0.1071429,1
3,2,-13,1,1,1,0
4,2,-13,1,1,1,0
5,2,-13,0.8571429,0.3692858,0.1071429,1
6,2,-13,1,1,1,0
7,2,-13,1,1,1,0
8,2,-13,0.8571429,0.3692858,0.1071429,1
9,2,-13,1,1,1,0
10,2,-13,1,1,1,0
11,2,-13,0.8571429,0.3692858,0.1071429,1
11,2,-12,1,1,1,0
11,2,-11,1,1,1,0
9,3,-13,0.8571429,0.3692858,0.1071429,1
11,2,-10,0.8571429,0.3692858,0.1071429,1
8,3,-13,0.8571429,0.3692858,0.1071429,1
11,2,-6,1,1,1,0
11,2,-7,0.8571429,0.3692858,0.1071429,1
11,2,-4,0.8571429,0.3692858,0.1071429,1
11,2,-5,1,1,1,0
10,2,-4,1,1,1,0
9,2,-4,1,1,1,0
8,2,-4,0.8571429,0.3692858,0.1071429,1
7,2,-4,1,1,1,0
6,2,-4,1,1,1,0
5,2,-4,0.8571429,0.3692858,0.1071429,1
4,2,-4,1,1,1,0
3,2,-4,1,1,1,0
2,2,-4,0.8571429,0.3692858,0.1071429,1
2,2,-6,1,1,1,0
2,2,-5,1,1,1,0
